"CMPLNT_NUM","ADDR_PCT_CD","BORO_NM","CMPLNT_FR_DT","CMPLNT_FR_TM","CRM_ATPT_CPTD_CD","LOC_OF_OCCUR_DESC","OFNS_DESC","PD_DESC","PREM_TYP_DESC","RPT_DT","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","DAY_OF_WEEK","HOUR","TIME_OF_DAY","MONTH","SEASON","CLUSTER"
305762126,108,"QUEENS","2025-05-03","02:20:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-05-03",996424,210017,40.7431245995,-73.95606807268,"Saturday",2,"Night",5,"Spring",4
304382850,110,"QUEENS","2025-04-04","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-04-08",1019164,210169,40.74348126388,-73.8740035374,"Friday",0,"Night",4,"Spring",1
313764313,110,"QUEENS","2019-01-01","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-10-01",1019164,210169,40.74348126388,-73.8740035374,"Tuesday",20,"Evening",1,"Winter",1
312309171,110,"QUEENS","2025-09-03","15:45:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","STREET","2025-09-03",1019164,210169,40.74348126388,-73.8740035374,"Wednesday",15,"Afternoon",9,"Fall",1
299579467,10,"MANHATTAN","2025-01-14","13:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","PUBLIC SCHOOL","2025-01-16",984791,209846,40.74266360845,-73.99804910848,"Tuesday",13,"Afternoon",1,"Winter",4
311447630,110,"QUEENS","2018-08-07","08:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-08-16",1019164,210169,40.74348126388,-73.8740035374,"Tuesday",8,"Morning",8,"Summer",1
314223142,108,"QUEENS","2025-10-04","17:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-10-09",996424,210017,40.7431245995,-73.95606807268,"Saturday",17,"Evening",10,"Fall",4
303027572,110,"QUEENS","2025-03-17","08:00:00","COMPLETED","FRONT OF","RAPE","RAPE 1","STREET","2025-03-17",1019164,210169,40.74348126388,-73.8740035374,"Monday",8,"Morning",3,"Spring",1
300548715,14,"MANHATTAN","2024-08-02","15:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-02-04",985764,213806,40.75353270126,-73.99453689202,"Friday",15,"Afternoon",8,"Summer",4
306200575,14,"MANHATTAN","2025-02-14","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-10",985764,213806,40.75353270126,-73.99453689202,"Friday",22,"Night",2,"Winter",4
314706583,14,"MANHATTAN","2025-10-18","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-10-18",985764,213806,40.75353270126,-73.99453689202,"Saturday",1,"Night",10,"Fall",4
307976810,14,"MANHATTAN","2025-06-11","03:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","TRANSIT - NYC SUBWAY","2025-06-12",985764,213806,40.75353270126,-73.99453689202,"Wednesday",3,"Night",6,"Summer",4
301344906,14,"MANHATTAN","2025-02-07","06:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-02-19",985764,213806,40.75353270126,-73.99453689202,"Friday",6,"Morning",2,"Winter",4
308827996,14,"MANHATTAN","2025-06-26","23:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-06-29",985764,213806,40.75353270126,-73.99453689202,"Thursday",23,"Night",6,"Summer",4
314387427,14,"MANHATTAN","2025-10-12","00:01:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-10-13",985764,213806,40.75353270126,-73.99453689202,"Sunday",0,"Night",10,"Fall",4
301321489,14,"MANHATTAN","2025-02-18","22:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-02-19",985764,213806,40.75353270126,-73.99453689202,"Tuesday",22,"Night",2,"Winter",4
304245382,14,"MANHATTAN","2025-04-03","19:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","COMMERCIAL BUILDING","2025-04-05",985764,213806,40.75353270126,-73.99453689202,"Thursday",19,"Evening",4,"Spring",4
301776404,14,"MANHATTAN","2023-05-12","21:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","STREET","2025-02-27",985764,213806,40.75353270126,-73.99453689202,"Friday",21,"Night",5,"Spring",4
310652695,14,"MANHATTAN","2025-08-03","18:55:00","COMPLETED","INSIDE","RAPE","RAPE 1","BAR/NIGHT CLUB","2025-08-04",985764,213806,40.75353270126,-73.99453689202,"Sunday",18,"Evening",8,"Summer",4
307196890,14,"MANHATTAN","2025-04-01","11:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOMELESS SHELTER","2025-05-25",985764,213806,40.75353270126,-73.99453689202,"Tuesday",11,"Morning",4,"Spring",4
300886284,14,"MANHATTAN","2025-02-09","19:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","COMMERCIAL BUILDING","2025-02-11",985764,213806,40.75353270126,-73.99453689202,"Sunday",19,"Evening",2,"Winter",4
306950667,14,"MANHATTAN","2025-05-23","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","BAR/NIGHT CLUB","2025-05-24",985764,213806,40.75353270126,-73.99453689202,"Friday",20,"Evening",5,"Spring",4
306086140,14,"MANHATTAN","2025-04-05","02:50:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-05-08",985764,213806,40.75353270126,-73.99453689202,"Saturday",2,"Night",4,"Spring",4
314041226,14,"MANHATTAN","2025-09-24","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-10-06",985764,213806,40.75353270126,-73.99453689202,"Wednesday",20,"Evening",9,"Fall",4
301676692,14,"MANHATTAN","2025-02-25","22:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-02-26",985764,213806,40.75353270126,-73.99453689202,"Tuesday",22,"Night",2,"Winter",4
308522610,17,"MANHATTAN","2025-05-03","21:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","OTHER","2025-06-23",992245,215005,40.75682016831,-73.97114326335,"Saturday",21,"Night",5,"Spring",4
309134827,115,"QUEENS","2025-07-05","02:30:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","STREET","2025-07-05",1018623,214936,40.75656758464,-73.87593153413,"Saturday",2,"Night",7,"Summer",1
300030887,115,"QUEENS","2025-01-22","21:18:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-01-25",1018623,214936,40.75656758464,-73.87593153413,"Wednesday",21,"Night",1,"Winter",1
313942908,17,"MANHATTAN","2024-12-30","08:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-10-03",992245,215005,40.75682016831,-73.97114326335,"Monday",8,"Morning",12,"Winter",4
309537109,115,"QUEENS","2025-04-24","09:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","DOCTOR/DENTIST OFFICE","2025-07-13",1018623,214936,40.75656758464,-73.87593153413,"Thursday",9,"Morning",4,"Spring",1
316617857,115,"QUEENS","2024-06-01","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-11-25",1018623,214936,40.75656758464,-73.87593153413,"Saturday",0,"Night",6,"Summer",1
299667581,17,"MANHATTAN","1989-01-01","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-01-17",992245,215005,40.75682016831,-73.97114326335,"Sunday",3,"Night",1,"Winter",4
317399144,115,"QUEENS","2025-12-11","16:33:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-11",1018623,214936,40.75656758464,-73.87593153413,"Thursday",16,"Afternoon",12,"Winter",1
303847929,115,"QUEENS","2025-03-17","02:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-03-29",1018623,214936,40.75656758464,-73.87593153413,"Monday",2,"Night",3,"Spring",1
313085053,17,"MANHATTAN","2025-01-22","14:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","PUBLIC SCHOOL","2025-09-17",992245,215005,40.75682016831,-73.97114326335,"Wednesday",14,"Afternoon",1,"Winter",4
315043957,115,"QUEENS","2025-10-24","18:35:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-10-24",1018623,214936,40.75656758464,-73.87593153413,"Friday",18,"Evening",10,"Fall",1
312906567,17,"MANHATTAN","2025-09-15","03:40:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-09-15",992245,215005,40.75682016831,-73.97114326335,"Monday",3,"Night",9,"Fall",4
310472817,115,"QUEENS","2025-07-29","18:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-07-30",1018623,214936,40.75656758464,-73.87593153413,"Tuesday",18,"Evening",7,"Summer",1
308791546,115,"QUEENS","2025-06-28","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-06-28",1018623,214936,40.75656758464,-73.87593153413,"Saturday",1,"Night",6,"Summer",1
306049995,115,"QUEENS","2025-04-01","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-08",1018623,214936,40.75656758464,-73.87593153413,"Tuesday",0,"Night",4,"Spring",1
298912629,115,"QUEENS","2025-01-05","00:27:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-01-05",1018623,214936,40.75656758464,-73.87593153413,"Sunday",0,"Night",1,"Winter",1
307315611,115,"QUEENS","2025-05-31","07:11:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-31",1018623,214936,40.75656758464,-73.87593153413,"Saturday",7,"Morning",5,"Spring",1
311477550,17,"MANHATTAN","2025-08-20","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","COMMERCIAL BUILDING","2025-08-20",992245,215005,40.75682016831,-73.97114326335,"Wednesday",1,"Night",8,"Summer",4
316502713,115,"QUEENS","2014-01-01","00:01:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-11-12",1018623,214936,40.75656758464,-73.87593153413,"Wednesday",0,"Night",1,"Winter",1
305482337,115,"QUEENS","2025-04-28","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-04-28",1018623,214936,40.75656758464,-73.87593153413,"Monday",3,"Night",4,"Spring",1
303288800,115,"QUEENS","2024-02-01","08:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-03-18",1018623,214936,40.75656758464,-73.87593153413,"Thursday",8,"Morning",2,"Winter",1
315477711,115,"QUEENS","2025-11-03","07:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-11-03",1018623,214936,40.75656758464,-73.87593153413,"Monday",7,"Morning",11,"Fall",1
306862533,17,"MANHATTAN","2025-05-21","00:41:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-22",992245,215005,40.75682016831,-73.97114326335,"Wednesday",0,"Night",5,"Spring",4
316141383,17,"MANHATTAN","2025-11-15","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-11-15",992245,215005,40.75682016831,-73.97114326335,"Saturday",1,"Night",11,"Fall",4
307299287,115,"QUEENS","2025-05-29","23:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-30",1018623,214936,40.75656758464,-73.87593153413,"Thursday",23,"Night",5,"Spring",1
306575900,109,"QUEENS","2025-05-17","04:05:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-17",1032051,217053,40.76231580042,-73.82744800186,"Saturday",4,"Night",5,"Spring",1
309707515,109,"QUEENS","2024-08-17","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-07-16",1032051,217053,40.76231580042,-73.82744800186,"Saturday",22,"Night",8,"Summer",1
304658870,109,"QUEENS","2025-02-13","12:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-04-12",1032051,217053,40.76231580042,-73.82744800186,"Thursday",12,"Afternoon",2,"Winter",1
318141529,109,"QUEENS","2025-12-30","07:00:00","ATTEMPTED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-12-30",1032051,217053,40.76231580042,-73.82744800186,"Tuesday",7,"Morning",12,"Winter",1
316154877,111,"QUEENS","2025-11-16","03:30:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","STREET","2025-11-16",1048659,216392,40.76039613927,-73.76750253495,"Sunday",3,"Night",11,"Fall",1
313339822,111,"QUEENS","2025-09-23","07:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-09-23",1048659,216392,40.76039613927,-73.76750253495,"Tuesday",7,"Morning",9,"Fall",1
317104761,109,"QUEENS","2025-12-05","19:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-05",1032051,217053,40.76231580042,-73.82744800186,"Friday",19,"Evening",12,"Winter",1
300277316,109,"QUEENS","2025-01-09","01:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-01-30",1032051,217053,40.76231580042,-73.82744800186,"Thursday",1,"Night",1,"Winter",1
317509605,111,"QUEENS","2025-12-13","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-14",1048659,216392,40.76039613927,-73.76750253495,"Saturday",22,"Night",12,"Winter",1
311663952,109,"QUEENS","2025-08-22","10:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-08-23",1032051,217053,40.76231580042,-73.82744800186,"Friday",10,"Morning",8,"Summer",1
307202424,109,"QUEENS","2025-05-28","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-29",1032051,217053,40.76231580042,-73.82744800186,"Wednesday",3,"Night",5,"Spring",1
301434525,109,"QUEENS","2025-02-02","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-02-21",1032051,217053,40.76231580042,-73.82744800186,"Sunday",3,"Night",2,"Winter",1
306875386,111,"QUEENS","2025-05-20","20:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-22",1048659,216392,40.76039613927,-73.76750253495,"Tuesday",20,"Evening",5,"Spring",1
317788463,109,"QUEENS","2025-12-02","00:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-12-20",1032051,217053,40.76231580042,-73.82744800186,"Tuesday",0,"Night",12,"Winter",1
317311738,109,"QUEENS","2025-12-09","09:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-10",1032051,217053,40.76231580042,-73.82744800186,"Tuesday",9,"Morning",12,"Winter",1
304870173,109,"QUEENS","2025-04-16","04:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-04-17",1032051,217053,40.76231580042,-73.82744800186,"Wednesday",4,"Night",4,"Spring",1
315272339,109,"QUEENS","2022-06-01","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-10-29",1032051,217053,40.76231580042,-73.82744800186,"Wednesday",0,"Night",6,"Summer",1
301303465,109,"QUEENS","2020-05-24","16:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-02-18",1032051,217053,40.76231580042,-73.82744800186,"Sunday",16,"Afternoon",5,"Spring",1
310123683,109,"QUEENS","2025-07-22","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-07-23",1032051,217053,40.76231580042,-73.82744800186,"Tuesday",1,"Night",7,"Summer",1
313789221,109,"QUEENS","2025-09-29","10:00:00","ATTEMPTED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-10-01",1032051,217053,40.76231580042,-73.82744800186,"Monday",10,"Morning",9,"Fall",1
306818280,109,"QUEENS","2013-11-20","08:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-05-21",1032051,217053,40.76231580042,-73.82744800186,"Wednesday",8,"Morning",11,"Fall",1
313188341,111,"QUEENS","2025-09-18","07:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","COMMERCIAL BUILDING","2025-09-19",1048659,216392,40.76039613927,-73.76750253495,"Thursday",7,"Morning",9,"Fall",1
316796381,109,"QUEENS","2025-11-29","05:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-11-30",1032051,217053,40.76231580042,-73.82744800186,"Saturday",5,"Night",11,"Fall",1
303216038,109,"QUEENS","2024-09-01","16:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-03-19",1032051,217053,40.76231580042,-73.82744800186,"Sunday",16,"Afternoon",9,"Fall",1
311610921,109,"QUEENS","2025-08-21","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-08-22",1032051,217053,40.76231580042,-73.82744800186,"Thursday",22,"Night",8,"Summer",1
300405075,111,"QUEENS","2017-02-01","23:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-02-01",1048659,216392,40.76039613927,-73.76750253495,"Wednesday",23,"Night",2,"Winter",1
306498835,109,"QUEENS","2025-05-10","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-05-15",1032051,217053,40.76231580042,-73.82744800186,"Saturday",0,"Night",5,"Spring",1
309585554,111,"QUEENS","2025-07-10","09:00:00","COMPLETED","UNKNOWN","RAPE","RAPE 1","STREET","2025-07-14",1048659,216392,40.76039613927,-73.76750253495,"Thursday",9,"Morning",7,"Summer",1
301243698,111,"QUEENS","2025-02-15","03:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-02-17",1048659,216392,40.76039613927,-73.76750253495,"Saturday",3,"Night",2,"Winter",1
300687308,109,"QUEENS","2024-09-01","00:01:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-02-06",1032051,217053,40.76231580042,-73.82744800186,"Sunday",0,"Night",9,"Fall",1
307470379,109,"QUEENS","2025-05-17","19:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","BAR/NIGHT CLUB","2025-06-03",1032051,217053,40.76231580042,-73.82744800186,"Saturday",19,"Evening",5,"Spring",1
310623953,111,"QUEENS","2024-10-15","14:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-08-03",1048659,216392,40.76039613927,-73.76750253495,"Tuesday",14,"Afternoon",10,"Fall",1
308922990,109,"QUEENS","2025-07-01","17:00:00","COMPLETED","FRONT OF","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-07-01",1032051,217053,40.76231580042,-73.82744800186,"Tuesday",17,"Evening",7,"Summer",1
312795338,109,"QUEENS","2025-04-28","23:45:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-09-12",1032051,217053,40.76231580042,-73.82744800186,"Monday",23,"Night",4,"Spring",1
306294358,109,"QUEENS","2024-05-01","11:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-12",1032051,217053,40.76231580042,-73.82744800186,"Wednesday",11,"Morning",5,"Spring",1
317799208,109,"QUEENS","2025-12-20","18:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-21",1032051,217053,40.76231580042,-73.82744800186,"Saturday",18,"Evening",12,"Winter",1
316215047,109,"QUEENS","2025-11-16","15:21:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-11-17",1032051,217053,40.76231580042,-73.82744800186,"Sunday",15,"Afternoon",11,"Fall",1
317561718,109,"QUEENS","2025-12-15","15:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","FAST FOOD","2025-12-16",1032051,217053,40.76231580042,-73.82744800186,"Monday",15,"Afternoon",12,"Winter",1
314592797,114,"QUEENS","1995-01-01","00:01:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-10-16",1007788,219633,40.76949511844,-73.91502417039,"Sunday",0,"Night",1,"Winter",8
307331098,114,"QUEENS","2025-05-12","23:50:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-05-31",1007788,219633,40.76949511844,-73.91502417039,"Monday",23,"Night",5,"Spring",8
308163645,114,"QUEENS","2025-06-16","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-06-16",1007788,219633,40.76949511844,-73.91502417039,"Monday",1,"Night",6,"Summer",8
301041807,19,"MANHATTAN","2025-02-06","19:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-02-13",994244,218713,40.76699564239,-73.96392230354,"Thursday",19,"Evening",2,"Winter",4
300561767,114,"QUEENS","2023-10-28","18:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-02-03",1007788,219633,40.76949511844,-73.91502417039,"Saturday",18,"Evening",10,"Fall",8
299234474,114,"QUEENS","2024-12-15","03:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-01-10",1007788,219633,40.76949511844,-73.91502417039,"Sunday",3,"Night",12,"Winter",8
311002638,19,"MANHATTAN","2025-08-03","22:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-08-11",994244,218713,40.76699564239,-73.96392230354,"Sunday",22,"Night",8,"Summer",4
308814634,19,"MANHATTAN","2024-03-25","12:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-06-29",994244,218713,40.76699564239,-73.96392230354,"Monday",12,"Afternoon",3,"Spring",4
309000116,114,"QUEENS","2025-06-05","15:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-07-02",1007788,219633,40.76949511844,-73.91502417039,"Thursday",15,"Afternoon",6,"Summer",8
317088652,114,"MANHATTAN","2025-12-04","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-05",1007788,219633,40.76949511844,-73.91502417039,"Thursday",0,"Night",12,"Winter",8
305149671,18,"MANHATTAN","2025-04-21","10:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","FAST FOOD","2025-04-22",988451,217993,40.76502407883,-73.98483594971,"Monday",10,"Morning",4,"Spring",4
299010674,18,"MANHATTAN","2025-01-06","01:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-01-07",988451,217993,40.76502407883,-73.98483594971,"Monday",1,"Night",1,"Winter",4
313206505,19,"MANHATTAN","2025-09-19","20:37:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-09-19",994244,218713,40.76699564239,-73.96392230354,"Friday",20,"Evening",9,"Fall",4
308155446,114,"QUEENS","2025-06-16","03:15:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-06-16",1007788,219633,40.76949511844,-73.91502417039,"Monday",3,"Night",6,"Summer",8
304870178,114,"QUEENS","2025-04-11","23:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-04-17",1007788,219633,40.76949511844,-73.91502417039,"Friday",23,"Night",4,"Spring",8
299925558,18,"MANHATTAN","2025-01-22","23:45:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-01-23",988451,217993,40.76502407883,-73.98483594971,"Wednesday",23,"Night",1,"Winter",4
315393766,19,"MANHATTAN","2025-10-09","10:10:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-11-01",994244,218713,40.76699564239,-73.96392230354,"Thursday",10,"Morning",10,"Fall",4
310228971,18,"MANHATTAN","2025-07-25","17:40:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOTEL/MOTEL","2025-07-25",988451,217993,40.76502407883,-73.98483594971,"Friday",17,"Evening",7,"Summer",4
304036297,114,"QUEENS","2025-01-27","00:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-04-02",1007788,219633,40.76949511844,-73.91502417039,"Monday",0,"Night",1,"Winter",8
310260906,18,"MANHATTAN","2022-01-28","21:50:00","COMPLETED","INSIDE","RAPE","RAPE 1","BAR/NIGHT CLUB","2025-07-26",988451,217993,40.76502407883,-73.98483594971,"Friday",21,"Night",1,"Winter",4
314021047,19,"MANHATTAN","2016-05-01","09:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-10-06",994244,218713,40.76699564239,-73.96392230354,"Sunday",9,"Morning",5,"Spring",4
310920131,114,"QUEENS","2025-07-26","13:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-08-08",1007788,219633,40.76949511844,-73.91502417039,"Saturday",13,"Afternoon",7,"Summer",8
302217333,114,"MANHATTAN","2025-03-07","06:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-03-07",1007788,219633,40.76949511844,-73.91502417039,"Friday",6,"Morning",3,"Spring",8
308406732,18,"MANHATTAN","2025-06-20","14:00:00","COMPLETED","REAR OF","RAPE","RAPE 1","STREET","2025-06-20",988451,217993,40.76502407883,-73.98483594971,"Friday",14,"Afternoon",6,"Summer",4
307568949,114,"QUEENS","2025-03-28","07:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - PUBLIC HOUSING","2025-06-05",1007788,219633,40.76949511844,-73.91502417039,"Friday",7,"Morning",3,"Spring",8
304214340,114,"QUEENS","2025-01-17","00:01:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE-HOUSE","2025-04-04",1007788,219633,40.76949511844,-73.91502417039,"Friday",0,"Night",1,"Winter",8
318179004,19,"MANHATTAN","2025-09-29","11:15:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-12-31",994244,218713,40.76699564239,-73.96392230354,"Monday",11,"Morning",9,"Fall",4
312577888,114,"QUEENS","2025-09-09","02:30:00","COMPLETED","INSIDE","RAPE","RAPE 1","RESIDENCE - APT. HOUSE","2025-09-09",1007788,219633,40.76949511844,-73.91502417039,"Tuesday",2,"Night",9,"Fall",8
314592187,18,"MANHATTAN","2025-10-09","23:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOMELESS SHELTER","2025-10-16",988451,217993,40.76502407883,-73.98483594971,"Thursday",23,"Night",10,"Fall",4
303693040,114,"QUEENS","2025-03-24","13:00:00","COMPLETED","INSIDE","RAPE","RAPE 1","HOMELESS SHELTER","2025-03-26",1007788,219633,40.76949511844,-73.91502417039,"Monday",13,"Afternoon",3,"Spring",8
